filename,class_name,context_name,caption
2381403.jpg,dog,surfboard,a dog that is on a surfboard in the water
2362620.jpg,dog,surfboard,a man riding a surfboard on top of a dog
2370845.jpg,dog,surfboard,a dog riding a surfboard on top of a wave
2348946.jpg,dog,surfboard,a dog on a surfboard in the water
2378073.jpg,dog,surfboard,a dog that is in the water with a surfboard
2316215.jpg,dog,surfboard,two surfers and a dog in the ocean
2326052.jpg,dog,surfboard,a woman and a dog on a surfboard in the water
2347131.jpg,dog,surfboard,a number of dogs on a raft in the water
713188.jpg,dog,surfboard,a woman and a dog on a surfboard in the water
2362815.jpg,dog,surfboard,a woman and a dog on a surfboard in the ocean
2336027.jpg,dog,surfboard,a person holding a surfboard on a beach
2396084.jpg,dog,surfboard,a man and a woman walking with a surfboard in the water
2351028.jpg,dog,surfboard,a woman and a dog on a surfboard in the water
2392036.jpg,dog,surfboard,a person on a surfboard in the water
2398619.jpg,dog,surfboard,two surfers carrying their surfboards into the ocean
2377469.jpg,dog,surfboard,a man riding a wave on top of a surfboard
2366640.jpg,dog,surfboard,a dog on a surfboard in the water
2363024.jpg,dog,surfboard,a man with a surfboard walking into the water
2362161.jpg,dog,surfboard,three people on surfboards in the middle of the ocean
2377474.jpg,dog,surfboard,a person on a paddle board in the water
2352573.jpg,dog,surfboard,a man and a woman walking with a dog on the beach
2370923.jpg,dog,surfboard,a dog riding a surfboard on top of a wave
2392675.jpg,dog,surfboard,a man and a woman are playing in the water
2371670.jpg,dog,surfboard,a person riding a surfboard on top of a wave
2349281.jpg,dog,horse,two horses pulling a carriage down a street
2321511.jpg,dog,horse,a man sitting on a horse next to a dog
2376639.jpg,dog,horse,people riding horses on the beach
2336712.jpg,dog,horse,a man on a horse with a herd of sheep
2387430.jpg,dog,horse,a man riding on the back of a brown horse
2374739.jpg,dog,horse,a person riding a horse on the beach
2404933.jpg,dog,horse,a herd of sheep standing on top of a dirt road
2388328.jpg,dog,horse,a brown horse and a black horse in a fenced in area
2398506.jpg,dog,horse,a brown and white dog standing next to a white horse
2403836.jpg,dog,horse,a brown and white horse standing next to a fence
2360206.jpg,dog,horse,a horse pulling a carriage down a street
2347300.jpg,dog,horse,people riding horses down a road
2383663.jpg,dog,horse,a brown horse standing next to a black horse
2363247.jpg,dog,horse,a brown horse eating grass next to a fence
2398189.jpg,dog,horse,a herd of cattle on a grassy field
713697.jpg,dog,horse,people riding skis down a snow covered slope
2369464.jpg,dog,horse,a man riding on the back of a brown horse
2402417.jpg,dog,horse,a number of people riding horses down a trail
2370727.jpg,dog,horse,a man riding on the back of a brown horse
2364372.jpg,dog,horse,a woman riding on the back of a brown horse
2394611.jpg,dog,horse,a person jumping in the air to catch a frisbee
2339782.jpg,dog,horse,a dog laying on a bed next to a mirror
2414767.jpg,dog,horse,people standing around a tent with a horse
2407463.jpg,dog,horse,a man riding a horse drawn carriage down a street
2365888.jpg,dog,horse,a man riding a horse next to a dog
2391492.jpg,dog,horse,two horses pulling a carriage down a street
107926.jpg,dog,horse,a herd of cattle walking down a dirt road
2394117.jpg,dog,horse,a dog and a horse grazing in a field
2340860.jpg,dog,horse,a man standing next to a train on a track
2320636.jpg,dog,horse,a man riding on the back of a brown horse
2357609.jpg,dog,horse,a brown and white horse standing next to a fence
2353644.jpg,dog,horse,a variety of cakes are displayed on a table
2354373.jpg,dog,horse,a brown horse running through a grassy field
2328838.jpg,dog,horse,a person riding a horse in a field with a dog
2318372.jpg,dog,horse,a man riding on the back of a brown horse
2369860.jpg,dog,horse,a horse pulling a carriage down a street
2356259.jpg,dog,horse,two people riding horses on top of a sandy beach
2386876.jpg,dog,horse,a person and a dog on a leash on the side of a road
2398018.jpg,dog,horse,people standing around a house
2380298.jpg,dog,horse,a brown horse standing on top of a lush green field
2330479.jpg,dog,horse,a man riding a horse with a dog
2373502.jpg,dog,horse,a horse pulling a wagon full of hay
2344218.jpg,dog,horse,horses grazing in a grassy field next to a body of water
2387862.jpg,dog,horse,a person jumping a horse over a jump
2415110.jpg,dog,horse,a black and white dog standing next to a brick building
2403359.jpg,dog,horse,a brown and white dog and a black and white dog
2357556.jpg,dog,horse,a woman riding a horse in a field with a dog
2398532.jpg,dog,horse,a herd of horses running along a dirt road
2371420.jpg,dog,horse,a woman and a child playing a video game
2379786.jpg,dog,horse,a brown and white horse and a black and white dog
2347508.jpg,dog,horse,a woman and a horse standing next to each other
2337205.jpg,dog,cap,a black and white dog laying in the grass with a water bottle
2370023.jpg,dog,cap,a computer desk with a mouse and keyboard
2325645.jpg,dog,cap,a dog jumping in the air to catch a frisbee
2397138.jpg,dog,cap,two people on a boat in the water
2342016.jpg,dog,cap,a man and a dog on a surfboard in the ocean
2338275.jpg,dog,cap,a dog laying on the floor next to a laptop
2370.jpg,dog,cap,a city street filled with lots of traffic
2374386.jpg,dog,cap,a crowd of people walking down a street with umbrellas
2384517.jpg,dog,cap,a woman walking a dog down a sidewalk
2367018.jpg,dog,cap,a man riding a skateboard up the side of a ramp
2400930.jpg,dog,cap,a woman and a dog are playing frisbee in the water
2366353.jpg,dog,cap,a man and a dog playing frisbee in a park
2404534.jpg,dog,cap,a horse pulling a cart full of hay
2323280.jpg,dog,cap,a crowd of people standing around a dog at a dog show
2370216.jpg,dog,cap,a woman petting a brown and white dog
2362620.jpg,dog,cap,a man riding a surfboard on top of a dog
1831.jpg,dog,cap,a dog jumping in the air to catch a frisbee
2374749.jpg,dog,cap,a dog that is standing in the back of a truck
2318379.jpg,dog,cap,a black and white dog wearing a pirate hat
2352484.jpg,dog,cap,people on a boat in the water
2412325.jpg,dog,cap,people standing in a field with umbrellas
2354681.jpg,dog,cap,a dog catching a frisbee in a park
2345905.jpg,dog,cap,a man and a woman walking down the street with a dog
2361109.jpg,dog,cap,a man and a dog are on the back of a truck
2355266.jpg,dog,cap,a woman standing on top of a field with a frisbee
2318448.jpg,dog,cap,a black and white dog standing on a kitchen counter
2406520.jpg,dog,cap,a dog and a girl sitting on a bench
2402417.jpg,dog,cap,a number of people riding horses down a trail
2323585.jpg,dog,cap,a black dog sitting on top of a wooden desk
2409721.jpg,dog,cap,a man and a dog on the beach flying a kite
2387231.jpg,dog,cap,people standing in the snow with a kite
2324645.jpg,dog,cap,a man and a dog sitting on a bench
2399233.jpg,dog,cap,a man and a dog are walking in the snow
2360562.jpg,dog,cap,two people on skis in the snow
2360407.jpg,dog,cap,a man in a suit and tie posing for a picture
2317971.jpg,dog,cap,a little girl holding an umbrella in the snow
2351083.jpg,dog,cap,a brown dog laying on top of a blue rug
2322354.jpg,dog,cap,a woman and a dog on a surfboard in the ocean
1592395.jpg,dog,cap,a man and a woman sitting on a couch
2321342.jpg,dog,cap,a dog jumping in the air to catch a frisbee
2369464.jpg,dog,cap,a man riding on the back of a brown horse
2364424.jpg,dog,cap,a young boy and a young girl on a skateboard
2382890.jpg,dog,cap,a black and white dog wearing a hat
2414082.jpg,dog,cap,a person with a dog on a leash
2337026.jpg,dog,cap,a man and a dog on a boat in the water
2409245.jpg,dog,cap,a car that has a bike on top of it
2356713.jpg,dog,cap,a dog and a person on a surfboard in the water
2359049.jpg,dog,cap,a large group of girls posing for a picture
2396988.jpg,dog,cap,a man sitting on a bench next to a dog
2344769.jpg,dog,cap,a man riding a skateboard with a dog
2361415.jpg,dog,cap,a family posing for a picture
2382399.jpg,dog,cap,a dog jumping in the air to catch a frisbee
2396753.jpg,dog,cap,a man sitting on a bench with a dog
2335823.jpg,dog,cap,a man and a dog on a beach with a dog on a leash
2318384.jpg,dog,cap,a woman holding a dog in her hand
2324950.jpg,dog,cap,a dog catching a frisbee in a park
2402597.jpg,dog,cap,a man and a woman are sitting in a pickup truck
2347508.jpg,dog,cap,a woman and a horse standing next to each other
2412794.jpg,dog,cap,a woman and a man walking on the beach with a dog
2414707.jpg,dog,cap,a large group of people on a beach with a dog
2350109.jpg,dog,cap,a dog jumping up to catch a frisbee
2397149.jpg,dog,cap,a man sitting in the snow with a dog
2386512.jpg,dog,cap,a dog that is sitting on the back of a motorcycle
2322281.jpg,dog,cap,a man holding a frisbee in his right hand
2386631.jpg,dog,cap,a man on a surfboard with a dog
2350595.jpg,dog,cap,a dog wearing a hat on a beach
2341651.jpg,dog,cap,a little boy eating a piece of pizza
2385853.jpg,dog,cap,a dog wearing a hat standing next to a person
2357063.jpg,dog,cap,a man standing in a kitchen with a dog
2317615.jpg,dog,cap,a man catching a frisbee with a dog
2382854.jpg,dog,cap,a sandwich sitting on top of a table next to a bottle of beer
2317981.jpg,dog,cap,a man riding a bike with a dog on a leash
2416953.jpg,dog,cap,a man laying on a bed with two dogs
2341743.jpg,dog,cap,a man playing frisbee with a group of people
2388468.jpg,dog,cap,people standing next to each other
2346086.jpg,dog,cap,a dog wearing a hat on top of a table
2326052.jpg,dog,cap,a woman and a dog on a surfboard in the water
2373581.jpg,dog,cap,a cat sitting in a kitchen sink
2376475.jpg,dog,cap,a man in a red shirt is holding a dog
2339161.jpg,dog,cap,a man and a woman standing on a beach with a frisbee
2389743.jpg,dog,cap,a man and a dog standing in front of a pickup truck
2392675.jpg,dog,cap,a man and a woman are playing in the water
2383550.jpg,dog,snow,a dog standing on top of a body of water
2317971.jpg,dog,snow,a little girl holding an umbrella in the snow
2358650.jpg,dog,snow,a woman walking a dog on a leash in the snow
2325354.jpg,dog,snow,a number of people in a field with a number of dogs
2316635.jpg,dog,snow,a dog running in the snow with a frisbee in its mouth
2378957.jpg,dog,snow,a woman sitting on a bench next to a dog
2410503.jpg,dog,snow,a person with skis and a dog on a snow covered slope
2397149.jpg,dog,snow,a man sitting in the snow with a dog
2327030.jpg,dog,snow,a woman on skis and a dog on a leash
2365821.jpg,dog,snow,a man and a dog on skis in the snow
713615.jpg,dog,snow,three people are walking in the snow with their skis
2392521.jpg,dog,snow,two brown and white dogs wearing hats on their heads
2380827.jpg,dog,snow,a man holding a snowboard next to a snow covered mountain
1592123.jpg,dog,snow,snowboarders and snowboarders in the snow
2316980.jpg,dog,snow,a man and a dog are walking in the snow
2378038.jpg,dog,snow,a dog laying on the side of a train track
2393666.jpg,dog,snow,a large building with a clock on top of it
2386795.jpg,dog,snow,a woman riding skis down a snow covered slope
2400374.jpg,dog,snow,a man riding a snowboard down a snow covered slope
2367771.jpg,dog,snow,two people on skis and a dog in the snow
2324410.jpg,dog,snow,people riding skis down a snow covered slope
2393247.jpg,dog,snow,a woman holding a pair of skis standing on top of a snow covered
2338674.jpg,dog,snow,a man with a dog in the snow
2357646.jpg,dog,snow,a dog looking out the window of a car
2376054.jpg,dog,snow,a man walking across a snow covered road with a dog
2337125.jpg,dog,snow,a man walking across a snow covered field with a dog
2353702.jpg,dog,snow,a person on skis in the snow
2383227.jpg,dog,snow,a dog jumping in the air to catch a frisbee
2340687.jpg,dog,snow,a person on a leash with a dog
2340219.jpg,dog,snow,a brown dog holding a red frisbee in its mouth
2362093.jpg,dog,snow,a man riding skis down a snow covered slope
2393339.jpg,dog,snow,a person on a snow covered ground with a cat
2345710.jpg,dog,snow,a herd of cattle standing on top of a dry grass covered field
2396875.jpg,dog,snow,two dogs sitting on a bench in the snow
2350157.jpg,dog,snow,a man riding skis down a snow covered slope
2384109.jpg,dog,snow,a man riding a bike with a dog on a leash
2361561.jpg,dog,snow,a man and a dog on skis in the snow
2393779.jpg,dog,snow,a person riding skis on top of a snow covered slope
2377200.jpg,dog,snow,a bus that is parked on the side of the road
2389381.jpg,dog,snow,a dog chasing a frisbee in the snow
2399233.jpg,dog,snow,a man and a dog are walking in the snow
2325910.jpg,dog,snow,a dog sitting in the snow with a frisbee
2376077.jpg,dog,snow,a train that is stopped at a train station
2322293.jpg,dog,snow,a dog playing with a frisbee in the snow
2387472.jpg,dog,snow,a woman taking a picture of herself in a car mirror
2377314.jpg,dog,snow,a dog on a leash next to a bike
2342562.jpg,dog,snow,a dog and a frisbee in the snow
2360562.jpg,dog,snow,two people on skis in the snow
2363601.jpg,dog,snow,a person cross country skiing in the snow
2384917.jpg,dog,scarf,a dog wearing a hat on top of his head
2353510.jpg,dog,scarf,a black and white dog wearing a red and white dress
2338677.jpg,dog,scarf,a man holding a wii game controller in a living room
2325645.jpg,dog,scarf,a dog jumping in the air to catch a frisbee
2348791.jpg,dog,scarf,a woman walking a dog on a leash
2322897.jpg,dog,scarf,a girl laying on the floor next to a dog
2339137.jpg,dog,scarf,a dog laying in the grass next to other dogs
2384517.jpg,dog,scarf,a woman walking a dog down a sidewalk
2405307.jpg,dog,scarf,a toy dog standing next to a cell phone
2387231.jpg,dog,scarf,people standing in the snow with a kite
2373754.jpg,dog,scarf,a woman and a dog on a bus
2318934.jpg,dog,scarf,a small white dog wearing a blue and white striped shirt
2371798.jpg,dog,scarf,a dog that is standing next to a fire hydrant
2370711.jpg,dog,scarf,a dog wearing a hat and bow tie
2397601.jpg,dog,scarf,a woman taking a picture of a dog in a mirror
2369147.jpg,dog,scarf,a man holding a nintendo wii game controller
2409085.jpg,dog,scarf,a man riding on the back of a motorcycle
2371249.jpg,dog,scarf,a woman wearing a hat and holding a dog
2400114.jpg,dog,scarf,a black and white dog wearing a hat
2399233.jpg,dog,scarf,a man and a dog are walking in the snow
2383956.jpg,dog,scarf,a woman standing in front of a mirror looking at her phone
